name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Roma, Lazio, Italia",2024-03-13,16.9,5.2,11.1,16.9,3.5,10.9,6.9,76.5,0,0,0,,0,0,23.8,17.9,292.6,1016.8,27.8,10,170,14.6,7,,2024-03-13T06:24:42,2024-03-13T18:14:46,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-14,17.3,5.6,11.9,17.3,4.5,11.8,7.6,77.1,0,0,0,,0,0,23.8,15.8,265.9,1019,25.2,9.9,209.7,18.2,8,,2024-03-14T06:23:00,2024-03-14T18:15:54,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-15,16.6,5.9,11.9,16.6,4.2,11.7,8.9,82.7,0,0,0,,0,0,22.3,14.9,200.7,1019.7,38.3,9.9,175.5,15.1,7,,2024-03-15T06:21:18,2024-03-15T18:17:03,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-16,16.9,9.7,12.9,16.9,8.8,12.8,9.6,81,0,0,0,,0,0,18.4,14.7,201.4,1020.1,41.2,9.9,215.2,18.5,8,,2024-03-16T06:19:36,2024-03-16T18:18:11,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-17,18.5,8.8,13.3,18.5,8.2,13.2,9.7,80.2,0,0,0,,0,0,23,17.1,262.1,1021.6,44.8,8.4,190,16.4,7,,2024-03-17T06:17:54,2024-03-17T18:19:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-18,16.2,9.7,13.6,16.2,9.4,13.6,10.5,81.8,0,0,0,,0,0,32.4,19.1,166,1017.3,63.9,9.7,81,7.1,4,,2024-03-18T06:16:11,2024-03-18T18:20:26,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-19,19.4,10.9,14.9,19.4,10.9,14.9,11.1,79,0,0,0,,0,0,28.4,16.1,224.1,1014.6,39.7,9.7,181.6,15.5,8,,2024-03-19T06:14:28,2024-03-19T18:21:34,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-20,19.2,8.5,14,19.2,7.8,13.9,8.8,72.3,0,0,0,,0,0,29.2,18.5,232.4,1020.6,30.6,9.9,206.1,18,8,,2024-03-20T06:12:45,2024-03-20T18:22:41,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-21,18.8,8.3,13.4,18.8,7.3,13.4,8.9,75.7,0,0,0,,0,0,26.3,16.8,240.5,1023.4,32.8,9.2,230.4,19.9,8,,2024-03-21T06:11:03,2024-03-21T18:23:49,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-22,19.3,11,14.5,19.3,11,14.5,9.9,75.2,1.445,100,8.33,rain,0,0,27.4,14.9,256.2,1018.5,50.4,9.7,210,18.2,8,,2024-03-22T06:09:20,2024-03-22T18:24:56,0.41,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-23,17.8,10.4,14.2,17.8,10.4,14.2,10.2,77.5,0,0,0,,0,0,33.5,20.7,198.3,1016.1,40.7,10,222.6,19,9,,2024-03-23T06:07:37,2024-03-23T18:26:03,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-24,17,9.9,14.1,17,9.9,14.1,9.3,73.7,0,0,0,,0,0,27.7,27.4,185.4,1009.1,47.3,10,141,12.2,8,,2024-03-24T06:05:54,2024-03-24T18:27:10,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-03-25,17.9,6.6,12.2,17.9,4.2,11.8,5.7,65.8,0,0,0,,0,0,34.9,19,136.2,1007.3,25.7,10,170.2,14.7,8,,2024-03-25T06:04:11,2024-03-25T18:28:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-26,15.5,11.8,13.9,15.5,11.8,13.9,9.9,78.2,15.357,100,16.67,rain,0,0,55.4,30.3,133.8,999,69.4,8.9,34.9,3,3,,2024-03-26T06:02:28,2024-03-26T18:29:23,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,LIRE,LIRU,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-03-27,14.8,10.3,12.9,14.8,10.3,12.9,10.7,86.3,21.15,100,8.33,rain,0,0,47.9,31.5,178.3,998.1,65,9,55.6,5,2,,2024-03-27T06:00:45,2024-03-27T18:30:30,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LIRF,LIRE,16242099999,16239099999,AT416,LIRA,16224099999,16234099999"
"Roma, Lazio, Italia",2024-03-28,17.9,10.9,15,17.9,10.9,15,10.8,76.1,3.1,100,62.5,rain,0,0,48.6,25.8,175.7,1008.6,55.5,9.1,108.7,9.3,4,,2024-03-28T05:59:03,2024-03-28T18:31:37,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,LIRE,LIRU,AT416,LIRA"
"Roma, Lazio, Italia",2024-03-29,21.7,14.6,18,21.7,14.6,18,8.7,57.8,0,0,0,,0,0,72.4,28.9,155.9,1013.5,65.2,8.5,183.3,15.9,7,,2024-03-29T05:57:20,2024-03-29T18:32:43,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,LIRE,LIRU,AT416,LIRA"
"Roma, Lazio, Italia",2024-03-30,22.7,15,18.9,22.7,15,18.9,5.9,43.5,0,0,0,,0,0,59.4,31,148.5,1007.7,38.7,9.5,197,17,7,,2024-03-30T05:55:38,2024-03-30T18:33:50,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"LIRF,LIRE,LIRU,AT416,LIRA"
"Roma, Lazio, Italia",2024-03-31,21.6,16.4,18.8,21.6,16.4,18.8,12.3,66.1,0.4,100,8.33,rain,0,0,46.1,29.4,167.5,1008.4,61.3,7.7,124,10.2,4,,2024-03-31T06:53:56,2024-03-31T19:34:56,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"LIRF,LIRE,LIRU,AT416,LIRA"
"Roma, Lazio, Italia",2024-04-01,21.7,12,17.9,21.7,12,17.9,9.6,61.2,6.302,100,4.17,rain,0,0,68.4,41.4,169.6,1008.5,65.6,7.7,101.9,8.7,5,,2024-04-01T06:52:14,2024-04-01T19:36:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LIRF,LIRE,LIRU,16242099999,16239099999,16219099999,AT416,LIRA,16224099999"
"Roma, Lazio, Italia",2024-04-02,18.7,11.1,14.4,18.7,11.1,14.4,10.4,78,0.7,100,25,rain,0,0,33.1,19,211.9,1017.1,43.2,9.9,184.6,16,9,,2024-04-02T06:50:33,2024-04-02T19:37:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"LIRF,LIRE,LIRU,16217099999,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-03,18.1,9.5,13.7,18.1,9,13.6,9.4,76.5,0.06,100,8.33,rain,0,0,29.5,16.7,174.6,1019,51.5,10,187.4,16,8,,2024-04-03T06:48:51,2024-04-03T19:38:15,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-04,19.2,9,14,19.2,7.9,13.9,9.5,75.6,0.022,100,4.17,rain,0,0,22.3,15.2,207.7,1021.3,30.9,9.8,256.5,22.2,8,,2024-04-04T06:47:10,2024-04-04T19:39:22,0.85,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-05,20.6,8.8,14.5,20.6,8.3,14.4,10.2,76.8,0.022,100,4.17,rain,0,0,24.1,14.6,244.9,1024.4,31,9.5,236.3,20.4,8,,2024-04-05T06:45:30,2024-04-05T19:40:28,0.88,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-06,22.5,8.9,15.4,22.5,8.9,15.4,8.1,64,0,0,0,,0,0,22.3,16.4,282.1,1024.6,13.8,10,256.9,22.2,8,,2024-04-06T06:43:50,2024-04-06T19:41:34,0.92,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-07,22.5,8.6,15.9,22.5,8.2,15.9,7.7,59.9,0,0,0,,0,0,23.4,14.9,270.9,1021.8,3.9,10,268,23.2,9,,2024-04-07T06:42:10,2024-04-07T19:42:40,0.95,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-08,23.6,10.6,16.6,23.6,10.6,16.6,11.1,70.9,0,0,0,,0,0,22.3,14.1,206.9,1018.1,29,10,224.7,19.4,8,,2024-04-08T06:40:31,2024-04-08T19:43:47,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-09,23.6,10.6,16.9,23.6,10.6,16.9,10.2,68.9,0,0,0,,0,0,32.4,19.3,182.4,1017,62.8,9.5,237.3,20.7,8,,2024-04-09T06:38:52,2024-04-09T19:44:53,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-10,16.9,10.9,14.6,16.9,10.9,14.6,8.9,70.2,0.08,100,4.17,rain,0,0,38.9,22.1,204.3,1018.1,53.8,10,203.6,17.6,10,,2024-04-10T06:37:14,2024-04-10T19:45:59,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16217099999,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-11,19.5,6,13.5,19.5,5.1,13.3,7.8,69.5,0,0,0,,0,0,30.6,13,332.4,1024,45.2,10,211.7,18.3,8,,2024-04-11T06:35:36,2024-04-11T19:47:05,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-12,25.7,11.6,18.4,25.7,11.6,18.4,10.7,63.4,0,0,0,,0,0,20.9,13,8.4,1025.5,24.5,10,258.5,22.2,8,,2024-04-12T06:33:59,2024-04-12T19:48:12,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-13,26.5,14,19.5,26.5,14,19.5,11.2,59.9,0,0,0,,0,0,20.9,16.9,167.7,1025.1,3.7,10,265,22.8,8,,2024-04-13T06:32:23,2024-04-13T19:49:18,0.15,Clear,Clear conditions throughout the day.,clear-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-14,26.5,13.7,20.1,26.5,13.7,20.1,11.6,60,0,0,0,,0,0,23.4,15.1,276.5,1023.9,0,9.9,271.9,23.5,8,,2024-04-14T06:30:47,2024-04-14T19:50:24,0.19,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-15,23.2,12.4,18.2,23.2,12.4,18.2,9.2,57,0,0,0,,0,0,29.5,16.8,189,1018.3,25.2,9.9,145.2,12.5,5,,2024-04-15T06:29:12,2024-04-15T19:51:31,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-16,20.6,12.8,16.8,20.6,12.8,16.8,10,65,0,0,0,,0,0,51.1,27.8,200.3,1007.1,36,9.9,265.4,23,8,,2024-04-16T06:27:38,2024-04-16T19:52:37,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-17,18.8,9,14.1,18.8,8.1,14.1,6.6,62.8,0.043,100,4.17,rain,0,0,33.8,27.3,340.8,1002.9,29.3,10,249.3,21.5,9,,2024-04-17T06:26:04,2024-04-17T19:53:43,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-18,17.3,5.1,11.7,17.3,3.1,11.4,4.1,61.5,3.169,100,8.33,rain,0,0,31.7,16.6,230.5,1006.7,25.9,10,294.7,25.4,10,,2024-04-18T06:24:31,2024-04-18T19:54:50,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-19,18.3,5.7,12.4,18.3,3.1,11.5,3,56.2,0.571,100,8.33,rain,0,0,45.7,21.9,5.4,1010.8,47,10,288.7,24.8,10,,2024-04-19T06:22:59,2024-04-19T19:55:56,0.35,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-20,17,8.5,11.9,17,7.1,11.6,5.3,64.6,0.588,100,8.33,rain,0,0,31.3,27.1,125.2,1009.4,38.8,10,178,15.4,9,,2024-04-20T06:21:28,2024-04-20T19:57:02,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-21,18.7,6.6,12.6,18.7,4.2,11.8,4.1,59.5,0.135,100,4.17,rain,0,0,35.6,21,3.4,1010.5,12.3,10,310,26.7,9,,2024-04-21T06:19:57,2024-04-21T19:58:08,0.42,Rain,Clear conditions throughout the day with early morning rain.,rain,"LIRF,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-22,16.6,10.8,13.6,16.6,10.8,13.6,7.1,65.2,0.379,100,4.17,rain,0,0,54.7,29.3,169.6,1010.5,52.4,10,156.9,13.6,7,,2024-04-22T06:18:28,2024-04-22T19:59:15,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E2310,16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-23,13.8,10,11.8,13.8,10,11.8,5.6,66.6,1.838,100,16.67,rain,0,0,46.8,26.4,210.9,1008.3,53.2,10,234.3,20.4,10,,2024-04-23T06:16:59,2024-04-23T20:00:21,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E2310,16242099999,16239099999,16219099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-24,13.5,6,10.4,13.5,3.6,9.8,4.9,69.4,5.436,100,8.33,rain,0,0,27.4,17.4,171.8,1007.2,64.1,9.9,209.4,18.1,9,,2024-04-24T06:15:32,2024-04-24T20:01:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E2310,16242099999,16239099999,16219099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-25,16.1,6.9,11.5,16.1,6,11.2,6,70.4,1.467,100,12.5,rain,0,0,31.3,23.5,153.8,1007.7,49.2,10,224.5,19.3,8,,2024-04-25T06:14:05,2024-04-25T20:02:33,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F8377,E2310,16242099999,16239099999,16219099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-26,17.3,10,13.9,17.3,10,13.9,7.4,65.4,0.02,100,4.17,rain,0,0,32,19.5,155.8,1011.6,53.9,10,246.3,21.2,10,,2024-04-26T06:12:40,2024-04-26T20:03:39,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E2310,16242099999,16239099999,16219099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-27,21.7,11,16.6,21.7,11,16.6,6.4,54.5,0.054,100,4.17,rain,0,0,41.8,24.7,159.9,1015.2,31.3,10,297,25.7,9,,2024-04-27T06:11:15,2024-04-27T20:04:45,0.62,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"16217099999,E2310,16242099999,16239099999,16219099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-28,24.9,10.5,18.4,24.9,10.5,18.4,7,49.8,0,0,0,,0,0,21.6,17,280.3,1017.2,34.9,10,258.4,22.4,7,,2024-04-28T06:09:52,2024-04-28T20:05:51,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F8377,E2310,16242099999,16239099999,16219099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-04-29,25.3,14.1,19.7,25.3,14.1,19.7,8.9,51.6,0.301,100,4.17,rain,0,0,27.4,17.9,332.4,1017.8,22.3,10,203.3,17.5,8,,2024-04-29T06:08:30,2024-04-29T20:06:56,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F8377,E2310,16242099999,16239099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-04-30,26.5,13.4,20,26.5,13.4,20,9.3,52.3,0,0,0,,0,0,37.1,25.2,169.4,1015.7,25.9,10,275.1,23.9,9,,2024-04-30T06:07:09,2024-04-30T20:08:02,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E2310,16242099999,16239099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-01,19.7,14.2,16.9,19.7,14.2,16.9,12.4,77,17.3,100,58.33,rain,0,0,50,22.8,154.8,1008.5,71.7,8.6,71.3,6.1,4,,2024-05-01T06:05:49,2024-05-01T20:09:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LIRF,LIRE,LIRU,E2310,LIRA"
"Roma, Lazio, Italia",2024-05-02,18.3,12.4,15.4,18.3,12.4,15.4,11.2,77.7,13.339,100,12.5,rain,0,0,47.5,29.8,188.9,1011.3,47,9.5,187.4,16.2,10,,2024-05-02T06:04:30,2024-05-02T20:10:13,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E2310,16242099999,16239099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-03,16.7,12.1,14,16.7,12.1,14,9.9,76.5,13.967,100,16.67,rain,0,0,38.5,21.4,249.9,1013,65.8,10,247.1,21.7,10,,2024-05-03T06:03:13,2024-05-03T20:11:18,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E2310,16242099999,16239099999,16219099999,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-04,20.6,9,14.9,20.6,7.7,14.7,9.7,73.2,0,0,0,,0,0,29.2,20,324.7,1016,27.9,10,311,26.7,10,,2024-05-04T06:01:57,2024-05-04T20:12:23,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E2310,16242099999,16239099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-05,21.8,10.7,16.4,21.8,10.7,16.4,9.9,67.7,0,0,0,,0,0,23,17.2,236.4,1017.5,33.4,10,324.3,28,9,,2024-05-05T06:00:42,2024-05-05T20:13:27,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16217099999,E2310,16242099999,16239099999,16219099999,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-06,22.3,9.9,16.9,22.3,9.5,16.8,8.9,60.4,0,0,0,,0,0,30.6,19.5,192.8,1015.9,41.7,10,288.9,24.9,9,,2024-05-06T05:59:28,2024-05-06T20:14:32,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16217099999,E2310,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-07,20.3,13.7,17.3,20.3,13.7,17.3,11.3,68.9,0.022,100,4.17,rain,0,0,41.8,20.8,179.5,1014.2,60.9,10,162.9,14,5,,2024-05-07T05:58:16,2024-05-07T20:15:36,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"LIRF,LIRE,LIRU,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-08,20.6,12.3,15.6,20.6,12.3,15.6,12.2,81.4,1.275,100,8.33,rain,0,0,20.2,19.4,334.2,1014.7,45.3,9.7,163.3,14,7,,2024-05-08T05:57:06,2024-05-08T20:16:40,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIRF,LIRE,LIRU,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-09,25.6,13.2,18.1,25.6,13.2,18.1,13.5,77.2,8.535,100,12.5,rain,0,0,26.3,15,5.1,1013.9,63.3,10,230.4,19.9,9,,2024-05-09T05:55:57,2024-05-09T20:17:43,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-10,24.1,14.1,19.2,24.1,14.1,19.2,11.8,64.1,0.686,100,8.33,rain,0,0,19.4,16.7,150.4,1015,32.2,10,312.1,27,9,,2024-05-10T05:54:49,2024-05-10T20:18:46,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-11,24.9,13.9,19.5,24.9,13.9,19.5,10.3,57.5,0,0,0,,0,0,33.5,16.8,289.6,1016.5,22.7,10,329.1,28.4,9,,2024-05-11T05:53:43,2024-05-11T20:19:49,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-12,23.8,13.5,19.1,23.8,13.5,19.1,10.5,58.9,0,0,0,,0,0,22.3,17.1,208.4,1017.6,3.8,10,319.3,27.5,9,,2024-05-12T05:52:38,2024-05-12T20:20:51,0.14,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-13,24,13.7,18.9,24,13.7,18.9,10.1,58,0.201,100,4.17,rain,0,0,22.3,16.2,244.9,1015.7,28.1,10,297.8,25.7,9,,2024-05-13T05:51:35,2024-05-13T20:21:53,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-14,25.5,12.8,19.2,25.5,12.8,19.2,12.1,65.4,0,0,0,,0,0,24.1,18.7,263.7,1010.3,17.9,10,317.8,27.4,9,,2024-05-14T05:50:34,2024-05-14T20:22:54,0.2,Clear,Clear conditions throughout the day.,clear-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-15,25.8,15.5,20.8,25.8,15.5,20.8,13.8,65.9,0,0,0,,0,0,42.8,21.9,161.3,1007.6,42.5,10,269.5,23.4,10,,2024-05-15T05:49:34,2024-05-15T20:23:55,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-16,25.3,16,20.1,25.3,16,20.1,15.4,75.5,0,0,0,,0,0,43.2,22,210,1006.6,24.4,10,308,26.7,9,,2024-05-16T05:48:36,2024-05-16T20:24:55,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16217099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-17,24.1,16.2,19.8,24.1,16.2,19.8,12.4,65.6,0,0,0,,0,0,29.5,15.7,217.6,1012.4,34.3,10,327.5,28.3,9,,2024-05-17T05:47:40,2024-05-17T20:25:54,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRE,16217099999,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-18,24.5,13.9,19.3,24.5,13.9,19.3,10.8,59.7,0.074,100,8.33,rain,0,0,29.9,20.4,72.8,1012.7,35.5,10,166.8,14.5,6,,2024-05-18T05:46:45,2024-05-18T20:26:53,0.33,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"16242099999,16239099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-19,24.5,15.5,20,24.5,15.5,20,15.2,74.3,0,0,0,,0,0,23.8,17.4,154.7,1011.3,73.9,10,156.1,13.6,9,,2024-05-19T05:45:52,2024-05-19T20:27:52,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LIRF,16245099999,16242099999,16239099999,16219099999,AT416,16224099999,LIRA"
"Roma, Lazio, Italia",2024-05-20,24.9,16.3,20.5,24.9,16.3,20.5,16.3,77.5,0.567,100,8.33,rain,0,0,29.9,14.5,293.9,1009,44.8,9.9,198.1,17,8,,2024-05-20T05:45:01,2024-05-20T20:28:49,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16242099999,16239099999,16219099999,AT416,16224099999,LIRA,16234099999"
"Roma, Lazio, Italia",2024-05-21,22.2,17.6,19.4,22.2,17.6,19.4,15.5,78.8,1.814,100,12.5,rain,0,0,38.2,21.2,235.3,1009.3,64.1,9.9,199.8,17.3,8,,2024-05-21T05:44:12,2024-05-21T20:29:46,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16242099999,16239099999,AT416,16224099999,LIRA,16234099999"
